,industry_detail,industry_code,industry_region,Impact Potential/ACID/kg SO2 eq,Waste Generated/CCDD/kg,Waste Generated/CMSW/kg,Waste Generated/CRHW/kg,Resource Use/ENRG/MJ,Impact Potential/EUTR/kg N eq,Impact Potential/ETOX/CTUe,Resource Use/WATR/kg,Impact Potential/GHG/kg CO2 eq,Chemical Releases/HAPS/kg,Impact Potential/HCAN/CTUh,Impact Potential/HNCN/CTUh,Impact Potential/HRSP/kg PM2.5 eq,Impact Potential/HTOX/CTUh,Economic & Social/JOBS/jobs,Resource Use/LAND/m2*yr,Resource Use/MNRL/kg,Resource Use/NNRG/MJ,Impact Potential/OZON/kg CFC-11 eq,Chemical Releases/PEST/kg,Resource Use/RNRG/MJ,Impact Potential/SMOG/kg O3 eq,Economic & Social/VADD/$
370,Nursing and community care facilities,623A00,US,675949.274097215,39635889.480230816,1600552066.0471246,7740845.617893107,0.0,11770.66363976511,624834.2616696099,0.0,1159359917.453209,63369.90646090503,0.1085225259490828,0.8733645341531845,53091.73633705972,0.9818870601022678,2475598.9369527223,84604652.36452748,0.0,0.0,0.3451772395573943,0.0,0.0,4972055.2828011755,99670472838.01462
371,"Residential mental retardation, mental health, substance abuse and other facilities",623B00,US,118501.64885380986,9730110.50400192,409467717.653031,2002464.6930859992,0.0,4925.8957057876005,409328.8184973506,0.0,448201261.0007732,16550.57743135554,0.04243308460811451,1.108889493929231,15604.051306111254,1.1513225785373458,800522.0293708107,26194290.394526023,0.0,0.0,0.0031924853575326304,0.0,0.0,1950352.0088836101,26504976531.847046
372,Individual and family services,624100,US,84806.33892814045,108245849.21262178,1856363549.484789,5557044.358682875,377365.98962511745,5577.461031284613,441351.61775627395,0.0,543336015.5270793,31884.584707487193,0.05084763220747601,0.261658656230319,11833.919672226526,0.3125062884377949,2161619.921863728,305293935.36181176,0.0,0.0,0.21542947095753404,0.0,377365.98962511745,2606628.2128794696,47070381017.35293
373,Child day care,624400,US,51915.127303715635,68019225.16482547,1175899739.4293804,3710496.232993517,3400117.199181634,5169.746300594426,2262816.3361772117,13087904348.648533,681350740.0577323,20914.871302885265,0.03463778569263575,0.8213581899343843,7246.337557355298,0.8559959756270203,841157.9451274242,177099405.59632212,0.0,0.0,1.6255613951809118,0.0,3400117.199181634,1610248.918351147,31186986908.34259
374,"Community food, housing, and other relief services, including rehabilitation services",624A00,US,53810.59767586626,62094903.35311289,1064982945.1068915,3189726.374709147,16689.40494656539,3480.37400424409,106185.42857464838,0.0,420912080.02248734,19337.250284650465,0.030404269509343256,0.1294793558920735,7307.55454327023,0.15988362540141682,554833.3942389004,111629206.48053195,0.0,0.0,0.009527500011296054,0.0,16689.40494656539,1666014.7941031586,18882584115.13882
375,Performances,711100,US,14962.717621763895,9863979.321139814,297803524.7162601,2556353.9701000853,17281.978769125995,6948.944327755294,30292.500035236422,0.0,62057720.3419969,4631.9252112872255,0.007415016067921077,0.028673708368373442,3723.3416065718793,0.03608872443629452,152582.21907522745,688469890.0994611,0.0,0.0,0.0,0.0,17281.978769125995,432122.35122691793,18882135576.31948
376,Sports,711200,US,84721.95605947249,8599315.999767335,290153014.7213395,2431416.842487071,208829921.6096231,3621.897654606079,1646694.0770174805,1784698433.8957214,183642675.3803961,8414.581890985939,0.029054984228734697,2.621024608465876,11547.069298577524,2.6500795926946124,130809.79860037092,20624185.763002377,0.0,0.0,0.3941161180688996,0.0,208829921.6096231,1484989.089996504,22576326191.890087
377,"Independent artists, writers, and performers",711500,US,1733.6863289491525,8035806.737461311,264288814.4484318,2287199.7703496045,87956.5234393105,114.17389067347217,1711654.187143953,0.0,3309643.9880401357,2335.4406517295406,0.0020971339387427556,0.3423287662005796,333.5717880487557,0.3444259001393224,42669.07314664202,6344946.166627931,0.0,0.0,0.0006011472697832601,0.0,87956.5234393105,89352.42168059137,30472305932.65858
378,Promoters and agents,711A00,US,9836.26223243368,5700074.903395249,186662674.41172883,1620624.186218595,2416247.7529303352,844.2968523938092,294998.6125636544,1309460609.878267,91382888.55835114,3742.40992123669,0.0058790666037251945,0.11019469326358702,1309.7648012886236,0.11607375986731222,92660.05456405757,6045930.890531739,0.0,0.0,0.20868087474308333,0.0,2416247.7529303352,304536.3552817476,16053756855.091595
379,"Museums, historical sites, zoos, and parks",712000,US,44696.8542648257,16711803.426608322,545829159.6406273,5694234.927650675,1728280.6011332162,6043.684146461979,1417432.8008693014,0.0,370547978.7926898,11641.098272427427,0.02760390346504004,3.168165800393989,5627.20633963831,3.195769703859029,215377.79776846478,935394785942.7805,0.0,0.0,0.9866198170210373,0.0,1728280.6011332162,1194357.1108938938,8750296074.408756
380,Amusement parks and arcades,713100,US,54522.1060919114,19618179.496667854,643234802.3130256,5747444.855467826,293880.6123669913,12713.348374462024,64102.9770563661,6949056373.214666,75263649.96014649,18519.42461827028,0.010022854631278466,0.03826520933420006,7476.201875549076,0.0482880639654785,147859.66777489037,23760915.616450347,0.0,0.0,0.015031467596278398,0.0,293880.6123669913,1560599.9352882914,8227125204.964494
381,Gambling establishments (except casino hotels),713200,US,1065057.1843160023,65432884.041847795,1532999151.2979352,12744438.716161413,43942783.59153629,209258.18121173108,41711641.0564222,1301278575.8952508,5654334182.903229,108701.7976331975,0.26704158318411,18.687550044038076,217491.08667579113,18.95459162722218,505463.4635214961,68431426.60767536,0.0,0.0,0.6761512134238467,0.0,43942783.59153629,26618865.397308253,51873565288.17144
382,"Golf courses, marinas, ski resorts, fitness and other rec centers and industries",713900,US,25765508.131503906,62778096.10004066,2007590550.6059613,17484683.492169052,51956742.88608993,14085118.706280453,20671473238.185944,1624234856280.423,3827065628.6074452,270974.95786262956,0.6422609895769712,4.5601548552866715,5477682.810296178,5.202415844863643,1089356.4434969192,20504340914.151543,0.0,0.0,2998.1636487386413,714954.6046316152,51956742.88608993,35511267.69458671,35547748709.33106
383,Hotels and campgrounds,721000,US,1518678.2393496851,168346569.53884166,2429068938.1052527,17312513.227164347,950355973.5540512,794644.4540259191,23598881.718552586,5204727917.069882,3079289782.7056184,148707.24530987488,0.48611751723080837,41.172849978353774,247751.139643294,41.65896749558457,1687674.9100029692,876625481.0540367,0.0,0.0,6.665112238389169,0.0,950355973.5540512,27569922.494226173,111133455281.49727
384,Full-service restaurants,722110,US,685453.1448563971,112300752.96038914,11129074804.944868,61418026.60951593,174646437.71170163,38571.85686847754,489308775.40625614,0.0,3855501465.508046,2898113.0479598166,9.91837819046622,22.746452097635665,42230482.28607448,32.664830288101875,4801932.147908058,137929515.01153395,0.0,0.0,42.45448271157369,0.0,174646437.71170163,57521486.85026702,164149509276.36398
385,Limited-service restaurants,722211,US,1700701.5312002695,221068307.2876344,13942584710.356863,71129990.66725959,22601459.865377106,101453.81691275894,415707247.6894116,143023828660.57318,4719664601.215535,9979561.925299814,9.190373428057212,4.420132895165234,38486840.76208748,13.61050632322244,4259332.866128866,31791236116.076103,0.0,0.0,1.093175314332377,0.0,22601459.865377106,315758267.8469913,140263482878.74823
386,All other food and drinking places,722A00,US,792575.1423977688,70372622.04475605,2378668151.093265,13568338.347684914,359982799.02687377,215391.73754225206,155368611.53633946,4252184.752222704,2250487914.5767436,958945.8214325082,3.2896254732868346,18.214004631652287,13409257.045508709,21.50363010493913,2245710.13174003,175700176.9616334,0.0,0.0,18.689795760550492,0.0,359982799.02687377,29163357.284332164,96284141485.45126
387,Vehicle repair,811100,US,2834154.1562738027,195294588.50215155,1768547610.2724962,19533758.082125116,21254009.43479347,167827.47468309826,4846511.532411229,50688437.68229386,1005604938.2383174,1929150.6806551379,0.7814806554611085,20.20957807243311,474799.28714240564,20.99105872789421,1304493.3420251652,367750228.5222418,0.0,0.0,148.58057432565474,0.0,21254009.43479347,120170044.20415537,123164012458.77293
388,Electronic  equipment repair and maintenance,811200,US,818946.8035305792,35690283.28640207,355113587.9590692,3037147.38023351,6799193.091249472,47571.06385725976,859133.2922915414,0.0,126335581.65857998,58019.42731388864,0.06139340548033029,0.9427995886232013,135159.82905141346,1.0041929941035315,208788.33075336748,31455190.54325893,0.0,0.0,1.9209076790904556,0.0,6799193.091249472,19475467.629787404,31441146564.072517
389,Commercial machinery repair,811300,US,1066340.4861881628,42092621.367534496,451789751.25613934,8712240.109440446,6104635.812082848,62687.43337683062,3135465.046985546,0.0,1342164226.7016132,122439.67254727283,0.10928441063503701,2.0955252832863347,229154.9124304004,2.2048096939213715,331275.4987595601,40349353.00707944,0.0,0.0,298.56300220114514,0.0,6104635.812082848,30670948.216717,40146796698.23483
390,Household goods repair,811400,US,438796.3509896079,34424492.09611278,347034730.23048055,4705520.019452204,6379181.329229215,25705.642515333788,2058313.1385528112,47292320502.08865,120648658.86267069,92383.59046514277,0.060686652746455225,0.8083085958706887,79823.37543384447,0.8689952486171436,176215.63336288973,32548303.248105727,0.0,0.0,23.5367027606531,0.0,6379181.329229215,10321151.186445193,25780351034.67825
391,Salons and barber shops,812100,US,46304.51680250015,61351342.59566192,607285911.9577495,10872892.223717626,432797.5941780917,2713.177856747535,80756.08748665238,0.0,178486138.41149727,10470.806430509869,0.01896640221993107,0.10357895925969797,8804.72980682838,0.12254536147962905,598575.9401864059,64761065.48390358,0.0,0.0,0.08896716773219915,0.0,432797.5941780917,1232167.4535182414,47377422115.26083
392,Funerary services,812200,US,85470.00252347403,17967289.03918654,178907868.15929276,3286626.80583734,0.0,3212.8725099808726,7963468.854419634,0.0,613278.7575744346,6278.607584653577,1.2360034468884469,145.23170260966526,105241.50651947215,146.4677060565537,135461.6868775537,13257819.577109812,0.0,0.0,4.018918813822411,0.0,0.0,1287138.0582224075,11845207419.04424
393,Dry-cleaning and laundry,812300,US,207140.19941895193,22262039.1654339,221986410.78096995,6490006.069109905,0.0,13400.914626105334,3747720.9722224986,0.0,583142618.8363106,4921992.397225911,1.6475400751449645,6.371429237192454,145654.90537803117,8.018969312337417,285824.4370654733,30397704.609108664,0.0,0.0,0.0038318674959570307,0.0,0.0,17348593.22215866,16891145644.157194
394,"Pet care, photofinishing, parking and other sundry services",812900,US,147736.9903920661,59887274.085814126,589978240.48532,9654127.665883988,5901849.6309426725,15984.522760064434,4707637.073396392,2160654263.6313167,741847218.5876445,16651.11546515293,0.03656121174736146,2.438531655427602,22082.159217032717,2.475092867174964,360044.62257880537,4901852885.727698,0.0,0.0,0.6705818242036943,0.0,5901849.6309426725,3552446.945144577,41443742536.29873
395,Religious organizations,813100,US,497477.63288968994,34276695.86195527,587882647.5588444,1759899.0771680977,0.0,31829.13584331177,1034917.5674064114,0.0,3091219246.2998233,219036.85856355776,0.33676325995789685,1.1257653693193401,70870.36718766007,1.4625286292772364,186415.43444610687,17547787.0932652,0.0,0.0,0.0,0.0,0.0,16257430.388272129,21575769504.361183
396,"Grantmaking, giving, and social advocacy organizations",813A00,US,36819.31161706313,20038662.068568137,343684868.565788,1090639.0264343754,0.0,2606.6600897854205,59253.63292630534,0.0,71985791.79755594,10067.342972258217,0.018670278888877633,0.2990347054449412,4908.184000109857,0.3177049843338188,288439.0297784575,31832791.398333084,0.0,0.0,0.0,0.0,0.0,1049299.0067243087,29347423448.112858
397,"Civic, social, professional, and similar organizations",813B00,US,192693.4253312474,34325309.46099879,588587107.3979974,1762517.529042834,0.0,12782.994614595276,396949.26539495535,0.0,1267230534.2123404,84005.29935568446,0.13052398627212006,0.4264560987927738,27226.423090899654,0.5569800850648943,825530.0751666701,75069944.37845252,0.0,0.0,2.3781232606599494e-05,0.0,0.0,6276710.296794455,44335841239.85209
398,Household employees,814000,US,2042.1710614684225,0.0,0.0,5199.4071475912215,0.0,10184.226889166153,205.53197553612625,0.0,0.0717934615696884,8.449377845884845,6.529544980159306e-05,0.0005067628522639531,193.87734351256117,0.0005720583020655464,291541.6473322289,0.0,0.0,0.0,0.0,0.0,0.0,46673.935324419785,17330000000.0
399,Federal general government (defense),S00500,US,15749171.967883311,12201002.674658835,113883990.84004089,73730971.24009956,3064912634.511602,1165776.8131546185,59561031124.9151,0.0,14404814077.154226,4560113.079549328,45.346349793283586,11845.562063885289,5746035.433835599,11890.908413678579,591386.9945799184,105205834889.52722,0.0,0.0,20.94743846523399,0.0,3064912634.511602,422055517.1324892,391962549430.726
400,Federal general government (nondefense),S00600,US,12893474.855136832,38105121.48699077,355672678.87175256,18094919.638979577,0.0,1275820.4333409576,644352096.5773258,0.0,2998340931.4950776,5186555.994210233,8.566315789470464,215.6451423501828,1789703.2551572449,224.2114581396533,2796962.473466111,286405103.9056978,0.0,0.0,432.8262769335029,0.0,0.0,400193772.5379015,241528306693.26886
401,Postal service,491000,US,6610.539678120779,108003959.5332485,1671163151.0630558,739928.5582986416,0.0,372.35036888905086,2696.6363805441256,0.0,4636444966.721798,215.6738721760265,0.0001398209082635026,0.007379266495804447,684.6897642873432,0.007519087404067947,734681.8437319522,25103731.11477466,0.0,0.0,0.0,0.0,0.0,150955.61238913058,37619898407.31125
402,Other federal government enterprises,S00102,US,870846.5582700997,475517.1664816481,4438470.679148975,865185.0032451322,0.0,58867.46455299255,239896333.22035643,0.0,569618254.2224764,261594.09980605054,0.7905458360617837,116.34149850881302,125529.99712418557,117.13204434487476,220625.44097664516,9861912.732102422,0.0,0.0,344.6707914633734,0.0,0.0,22804370.5974854,5825305690.786225
403,State and local government educational services,GSLGE,US,4205698.508907667,65635531.23418463,612641144.0726469,1993830.9578194192,679121334.0137513,265080.09788517735,8830150.355913665,0.0,43943911451.46344,1870535.3962399575,2.876406096468898,9.433280059278509,600904.9351453674,12.30968615574741,28354.611595357102,904910.091458885,0.0,0.0,0.0,0.0,679121334.0137513,137770600.04550394,560467065099.6606
404,State and local government hospitals and health services,GSLGH,US,82131.1080288056,5170842.17241742,48264569.58238182,160854.33179996285,54478787.56579639,5157.704157432593,169243.07139192088,0.0,2416700797.25798,35865.865615007824,0.05584155586804734,0.18211613385070158,11641.828769376565,0.2379576897187489,26028.363939723604,1023282.0207822188,0.0,0.0,0.0,0.0,54478787.56579639,2669885.4236175567,33264164589.788494
405,State and local government other services,GSLGO,US,7050291.02420662,64236258.07929617,599580347.7271072,17233001.830531597,684454749.3985755,862649.1357135087,532291657.7167229,0.0,116326690810.04108,2647964.107155305,4.611081791169404,184.30410501607963,959323.2420785725,188.91518680724903,2401178.89465763,273103191.36248875,0.0,0.0,390.73320568894735,0.0,684454749.3985755,211259034.8569959,449223823280.6425
406,Other state and local government enterprises,S00203,US,2704043.7341381796,227517.63630717737,3328094.5971907987,773399.8462395561,255282253.12502587,375661433.7983862,11726336160.522238,2536212207368.047,17823052309.17284,311538.2188326493,10.004199751879831,494.4864190031723,301510.815892635,504.4906187550521,155027.11771763532,5836710.5911093755,0.0,0.0,681.7931739944393,0.0,255282253.12502587,42730776.347492486,40922751916.72995
407,Scrap,S00401,US,1524319.2336877324,6466361.135012818,79341528.0310712,37068623.62919556,2412625129.5682545,81727.91800954493,210467703.07360005,41327221509.46716,3326957372.6667395,229299.21611770333,4.531216574699586,430.67188768308006,544343.3897049953,435.2031042577798,98693.80902677005,19587956.71883505,0.0,0.0,218.47056892592465,0.0,2412625129.5682545,26607261.431719456,14257585567.971525
408,Used and secondhand goods,S00402,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Noncomparable imports,S00300,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Rest of the world adjustment,S00900,US,107386.19062352975,317367.03144106176,2962299.4981594635,150707.58748133387,0.0,10625.95598125843,5366630.6289926395,0.0,24972353.414532267,43197.39224154714,0.07134647801658628,1.796048824978236,14905.944059083362,1.8673953029948223,23295.127862511625,2385388.9994066083,0.0,0.0,3.6048905049933926,0.0,0.0,3333103.3896562806,2011622551.3255148
